,AQI,城市道路照明灯千盏,城市公共汽、电车车辆运营数辆,城市公共汽、电车运营线路总长度公里,城市建设用地面积平方公里,城市绿地面积公顷,城市排水管道长度公里,城市桥梁座,城市清扫保洁面积万平方米,城市燃气普及率%,城市人口密度人每平方公里,城市污水日处理能力万立方米,城市用水普及率%,除涝面积千公顷,低温冷冻和雪灾受灾面积千公顷,电子商务采购额亿元,电子商务销售额亿元,发明专利授权数件,分地区公路货运量(万吨,分地区水路货运量万吨,分地区铁路货运量万吨,分地区用电量亿千瓦小时,风雹灾害受灾面积千公顷,公路货物周转量亿吨公里).,公路客运量万人,公路旅客周转量亿人公里,供热面积万平方米,供热总量-热水万吉焦,供热总量-蒸汽万吉焦,国家自然保护区个数(个,国家自然保护区面积万公顷,旱灾受灾面积千公顷,洪涝、地质灾害和台风受灾面积千公顷,技术市场成交额万元,建成区绿化覆盖率%,居民人均消费支出元,每万人拥有公共厕所座,每万人拥有公共交通车辆标台,年末人口数.,年末实有道路面积万平方米 ,年末实有道路长度公里,企业期末使用计算机数台,企业拥有网站数个,全年供水总量万立方千米,人工煤气管道长度公里,人工煤气全年供气总量万立方米,人工煤气用气人口数万人,人均城市道路面积平方米,人均公园绿地面积平方米,人均可支配收入元,人均生活用水量升,生活垃圾清运量万吨,生活垃圾无害化处理厂数座,生活垃圾无害化处理量万吨,生活垃圾无害化处理率(%).,生活垃圾无害化处理能力吨每日,实用新型专利授权数件,受灾人口万人次,水库总容量亿立方米,水路货物周转量亿吨公里,水土流失治理面积千公顷,水运客运量万人,水运旅客周转量亿人公里,天然气管道长度公里,天然气全年供气总量万立方米,天然气用气人口数万人,铁路货物周转量亿吨公里,铁路客运量万人,铁路旅客周转量亿人公里,外观设计专利授权数件,液化石油气管道长度公里,液化石油气全年供气总量吨,液化石油气用气人口万人,用水人口万人,有电子商务交易活动企业数个,主要城市降水量毫米,主要城市平均气温摄氏度,主要城市平均相对湿度%,主要城市日照时数小时,城区面积（平方公里）.xlsx,城市出租汽车（辆）.xlsx,城市道路照明灯（千盏）.xlsx,城市公共汽、电车车辆运营数（辆）.xlsx,城市公共汽、电车运营线路总长度（公里）.xlsx,城市建设用地面积（平方公里）.xlsx,城市绿地面积（公顷）.xlsx,城市排水管道长度（公里）.xlsx,城市桥梁（座）.xlsx,城市清扫保洁面积（万平方米）.xlsx,城市燃气普及率（%）.xlsx,城市人口密度（人每平方公里）.xlsx,城市污水日处理能力（万立方米）.xlsx,城市用水普及率（%）.xlsx,除涝面积（千公顷）.xlsx,低温冷冻和雪灾受灾面积（千公顷）.xlsx,电子商务采购额（亿元）.xlsx,电子商务销售额（亿元）.xlsx,发明专利授权数（件）.xlsx,分地区公路货运量(万吨）.xlsx,分地区水路货运量（万吨）.xlsx,分地区铁路货运量（万吨）.xlsx,分地区用电量（亿千瓦小时）.xlsx,风雹灾害受灾面积（千公顷）.xlsx,公路货物周转量（亿吨公里).xlsx,公路客运量（万人）.xlsx,公路旅客周转量（亿人公里）.xlsx,供热面积（万平方米）.xlsx,供热总量-热水（万吉焦）.xlsx,供热总量-蒸汽（万吉焦）.xlsx,国家自然保护区个数(个）.xlsx,国家自然保护区面积（万公顷）.xlsx,旱灾受灾面积（千公顷）.xlsx,洪涝、地质灾害和台风受灾面积（千公顷）.xlsx,技术市场成交额（万元）.xlsx,建成区绿化覆盖率（%）.xlsx,居民人均消费支出（元）.xlsx,每万人拥有公共厕所（座）.xlsx,每万人拥有公共交通车辆（标台）.xlsx,年末人口数.xlsx,年末实有道路面积（万平方米 ）.xlsx,年末实有道路长度（公里）.xlsx,企业期末使用计算机数（台）.xlsx,企业拥有网站数（个）.xlsx,全年供水总量（万立方千米）.xlsx,人工煤气管道长度（公里）.xlsx,人工煤气全年供气总量（万立方米）.xlsx,人工煤气用气人口数（万人）.xlsx,人均城市道路面积（平方米）.xlsx,人均公园绿地面积（平方米）.xlsx,人均可支配收入（元）.xlsx,人均生活用水量（升）.xlsx,生活垃圾清运量（万吨）.xlsx,生活垃圾无害化处理厂数（座）.xlsx,生活垃圾无害化处理量（万吨）.xlsx,生活垃圾无害化处理率(%).xlsx,生活垃圾无害化处理能力（吨每日）.xlsx,实用新型专利授权数（件）.xlsx,受灾人口（万人次）.xlsx,水库总容量（亿立方米）.xlsx,水路货物周转量（亿吨公里）.xlsx,水土流失治理面积（千公顷）.xlsx,水运客运量（万人）.xlsx,水运旅客周转量（亿人公里）.xlsx,天然气管道长度（公里）.xlsx,天然气全年供气总量（万立方米）.xlsx,天然气用气人口数（万人）.xlsx,铁路货物周转量（亿吨公里）.xlsx,铁路客运量（万人）.xlsx,铁路旅客周转量（亿人公里）.xlsx,外观设计专利授权数（件）.xlsx,液化石油气管道长度（公里）.xlsx,液化石油气全年供气总量（吨）.xlsx,液化石油气用气人口（万人）.xlsx,用水人口（万人）.xlsx,有电子商务交易活动企业数（个）.xlsx,主要城市降水量（毫米）.xlsx,主要城市平均气温（摄氏度）.xlsx,主要城市平均相对湿度（%）.xlsx,主要城市日照时数（小时）.xlsx
2019-江苏,51098.00 ,3621.20 ,44976.00 ,80628.00 ,4648.30 ,298531.00 ,83943.00 ,16519.00 ,71066.00 ,99.77 ,2221.00 ,1942.10 ,100.00 ,4451.10 ,NA,7418.00 ,9873.80 ,39681.00 ,164578.00 ,90670.00 ,7501.00 ,6264.00 ,NA,3234.82 ,94475.00 ,698.19 ,4.00 ,3.00 ,NA,3.00 ,30.00 ,NA,NA,14715193.00 ,43.40 ,26697.30 ,4.14 ,15.52 ,8469.00 ,87687.00 ,49056.00 ,5278056.00 ,63176.00 ,599976.00 ,NA,NA,NA,25.41 ,14.98 ,41399.70 ,217.10 ,1809.60 ,72.00 ,1809.60 ,100.00 ,63951.00 ,233114.00 ,NA,35.30 ,6379.49 ,940.40 ,2084.00 ,3.67 ,89338.00 ,1332189.00 ,3016.50 ,333.37 ,23739.00 ,863.90 ,41600.00 ,169.00 ,558223.00 ,426.20 ,3450.60 ,9844.00 ,1404.40 ,17.40 ,75.00 ,1617.00 ,15536.40 ,51098.00 ,3621.20 ,44976.00 ,80628.00 ,4648.30 ,298531.00 ,83943.00 ,16519.00 ,71066.00 ,99.77 ,2221.00 ,1942.10 ,100.00 ,4451.10 ,NA,7418.00 ,9873.80 ,39681.00 ,164578.00 ,90670.00 ,7501.00 ,6264.00 ,NA,3234.82 ,94475.00 ,698.19 ,4.00 ,3.00 ,NA,3.00 ,30.00 ,NA,NA,14715193.00 ,43.40 ,26697.30 ,4.14 ,15.52 ,8469.00 ,87687.00 ,49056.00 ,5278056.00 ,63176.00 ,599976.00 ,NA,NA,NA,25.41 ,14.98 ,41399.70 ,217.10 ,1809.60 ,72.00 ,1809.60 ,100.00 ,63951.00 ,233114.00 ,NA,35.30 ,6379.49 ,940.40 ,2084.00 ,3.67 ,89338.00 ,1332189.00 ,3016.50 ,333.37 ,23739.00 ,863.90 ,41600.00 ,169.00 ,558223.00 ,426.20 ,3450.60 ,9844.00 ,1404.40 ,17.40 ,75.00 ,1617.00 
2019-江西,13970.00 ,795.10 ,10390.00 ,22757.00 ,1607.80 ,71933.00 ,17590.00 ,1012.00 ,22228.00 ,97.87 ,4226.00 ,332.80 ,98.45 ,435.00 ,NA,1369.10 ,2968.50 ,2744.00 ,135554.00 ,10331.00 ,5065.00 ,1536.00 ,NA,3040.32 ,45933.00 ,244.25 ,NA,NA,NA,16.00 ,25.50 ,NA,NA,1486137.00 ,45.50 ,17650.50 ,3.02 ,9.63 ,4516.00 ,24771.00 ,11909.00 ,992350.00 ,14204.00 ,136140.00 ,460.00 ,15026.00 ,7.10 ,19.93 ,14.53 ,26262.40 ,174.60 ,542.60 ,28.00 ,542.60 ,100.00 ,23259.00 ,37564.00 ,NA,327.90 ,255.38 ,6070.50 ,198.00 ,0.28 ,16197.00 ,169840.00 ,838.30 ,564.58 ,11938.00 ,739.72 ,18832.00 ,NA,208151.00 ,370.90 ,1223.50 ,2658.00 ,1346.20 ,20.80 ,74.00 ,1573.30 ,2940.90 ,13970.00 ,795.10 ,10390.00 ,22757.00 ,1607.80 ,71933.00 ,17590.00 ,1012.00 ,22228.00 ,97.87 ,4226.00 ,332.80 ,98.45 ,435.00 ,NA,1369.10 ,2968.50 ,2744.00 ,135554.00 ,10331.00 ,5065.00 ,1536.00 ,NA,3040.32 ,45933.00 ,244.25 ,NA,NA,NA,16.00 ,25.50 ,NA,NA,1486137.00 ,45.50 ,17650.50 ,3.02 ,9.63 ,4516.00 ,24771.00 ,11909.00 ,992350.00 ,14204.00 ,136140.00 ,460.00 ,15026.00 ,7.10 ,19.93 ,14.53 ,26262.40 ,174.60 ,542.60 ,28.00 ,542.60 ,100.00 ,23259.00 ,37564.00 ,NA,327.90 ,255.38 ,6070.50 ,198.00 ,0.28 ,16197.00 ,169840.00 ,838.30 ,564.58 ,11938.00 ,739.72 ,18832.00 ,NA,208151.00 ,370.90 ,1223.50 ,2658.00 ,1346.20 ,20.80 ,74.00 ,1573.30 
2019-辽宁,81589.00 ,1309.40 ,23080.00 ,30295.00 ,2720.10 ,128137.00 ,22745.00 ,1855.00 ,42017.00 ,97.95 ,1807.00 ,941.30 ,99.16 ,931.70 ,NA,2570.30 ,4112.00 ,7501.00 ,144556.00 ,12498.00 ,21199.00 ,2401.00 ,NA,2662.54 ,54599.00 ,282.36 ,120379.00 ,46839.00 ,10636.00 ,19.00 ,89.10 ,NA,NA,5575904.00 ,40.80 ,22202.80 ,2.02 ,12.14 ,4277.00 ,35090.00 ,19461.00 ,1351250.00 ,12604.00 ,287316.00 ,4708.00 ,34685.00 ,360.90 ,15.06 ,11.97 ,31819.70 ,148.60 ,985.40 ,40.00 ,979.60 ,99.40 ,32960.00 ,28237.00 ,NA,370.20 ,5027.27 ,5553.40 ,530.00 ,6.01 ,27540.00 ,335858.00 ,1571.20 ,1231.62 ,15137.00 ,656.85 ,4299.00 ,312.00 ,679254.00 ,350.00 ,2310.10 ,1455.00 ,874.70 ,9.50 ,59.00 ,2426.60 ,12894.60 ,81589.00 ,1309.40 ,23080.00 ,30295.00 ,2720.10 ,128137.00 ,22745.00 ,1855.00 ,42017.00 ,97.95 ,1807.00 ,941.30 ,99.16 ,931.70 ,NA,2570.30 ,4112.00 ,7501.00 ,144556.00 ,12498.00 ,21199.00 ,2401.00 ,NA,2662.54 ,54599.00 ,282.36 ,120379.00 ,46839.00 ,10636.00 ,19.00 ,89.10 ,NA,NA,5575904.00 ,40.80 ,22202.80 ,2.02 ,12.14 ,4277.00 ,35090.00 ,19461.00 ,1351250.00 ,12604.00 ,287316.00 ,4708.00 ,34685.00 ,360.90 ,15.06 ,11.97 ,31819.70 ,148.60 ,985.40 ,40.00 ,979.60 ,99.40 ,32960.00 ,28237.00 ,NA,370.20 ,5027.27 ,5553.40 ,530.00 ,6.01 ,27540.00 ,335858.00 ,1571.20 ,1231.62 ,15137.00 ,656.85 ,4299.00 ,312.00 ,679254.00 ,350.00 ,2310.10 ,1455.00 ,874.70 ,9.50 ,59.00 ,2426.60 
2019-内蒙古,38662.00 ,576.50 ,8862.00 ,19093.00 ,1269.70 ,69069.00 ,13827.00 ,483.00 ,24983.00 ,95.80 ,1820.00 ,243.90 ,99.27 ,277.00 ,NA,NA,NA,911.00 ,110874.00 ,NA,77576.00 ,3653.00 ,NA,1954.51 ,6518.00 ,101.64 ,61375.00 ,32508.00 ,1435.00 ,29.00 ,444.80 ,NA,NA,224793.00 ,40.50 ,20743.40 ,7.82 ,11.53 ,2415.00 ,21571.00 ,10094.00 ,NA,NA,86568.00 ,321.00 ,3068.00 ,16.40 ,23.32 ,18.71 ,30555.00 ,104.90 ,394.50 ,28.00 ,393.80 ,99.80 ,12283.00 ,8768.00 ,NA,109.70 ,NA,14625.00 ,NA,NA,10145.00 ,221198.00 ,668.00 ,2734.98 ,5640.00 ,211.61 ,1380.00 ,120.00 ,58654.00 ,201.70 ,918.30 ,NA,412.20 ,7.30 ,48.00 ,2729.50 ,5082.00 ,38662.00 ,576.50 ,8862.00 ,19093.00 ,1269.70 ,69069.00 ,13827.00 ,483.00 ,24983.00 ,95.80 ,1820.00 ,243.90 ,99.27 ,277.00 ,NA,NA,NA,911.00 ,110874.00 ,NA,77576.00 ,3653.00 ,NA,1954.51 ,6518.00 ,101.64 ,61375.00 ,32508.00 ,1435.00 ,29.00 ,444.80 ,NA,NA,224793.00 ,40.50 ,20743.40 ,7.82 ,11.53 ,2415.00 ,21571.00 ,10094.00 ,NA,NA,86568.00 ,321.00 ,3068.00 ,16.40 ,23.32 ,18.71 ,30555.00 ,104.90 ,394.50 ,28.00 ,393.80 ,99.80 ,12283.00 ,8768.00 ,NA,109.70 ,NA,14625.00 ,NA,NA,10145.00 ,221198.00 ,668.00 ,2734.98 ,5640.00 ,211.61 ,1380.00 ,120.00 ,58654.00 ,201.70 ,918.30 ,NA,412.20 ,7.30 ,48.00 ,2729.50 
2019-宁夏,12845.00 ,238.10 ,3085.00 ,6538.00 ,489.10 ,26216.00 ,2207.00 ,213.00 ,9095.00 ,96.65 ,3059.00 ,108.60 ,98.39 ,NA,NA,171.80 ,243.50 ,598.00 ,34360.00 ,NA,8151.00 ,1084.00 ,NA,437.39 ,4905.00 ,46.01 ,13952.00 ,5592.00 ,1024.00 ,9.00 ,46.00 ,NA,NA,149033.00 ,41.30 ,18296.80 ,2.99 ,12.85 ,717.00 ,7625.00 ,2663.00 ,155234.00 ,1532.00 ,32024.00 ,NA,NA,NA,26.20 ,21.05 ,24411.90 ,154.10 ,130.50 ,12.00 ,130.40 ,99.90 ,5193.00 ,4644.00 ,NA,27.80 ,NA,2388.10 ,183.00 ,0.10 ,6906.00 ,216050.00 ,251.10 ,213.60 ,666.00 ,40.93 ,313.00 ,1.00 ,13350.00 ,30.30 ,286.40 ,296.00 ,574.50 ,15.30 ,61.00 ,1751.80 ,951.50 ,12845.00 ,238.10 ,3085.00 ,6538.00 ,489.10 ,26216.00 ,2207.00 ,213.00 ,9095.00 ,96.65 ,3059.00 ,108.60 ,98.39 ,NA,NA,171.80 ,243.50 ,598.00 ,34360.00 ,NA,8151.00 ,1084.00 ,NA,437.39 ,4905.00 ,46.01 ,13952.00 ,5592.00 ,1024.00 ,9.00 ,46.00 ,NA,NA,149033.00 ,41.30 ,18296.80 ,2.99 ,12.85 ,717.00 ,7625.00 ,2663.00 ,155234.00 ,1532.00 ,32024.00 ,NA,NA,NA,26.20 ,21.05 ,24411.90 ,154.10 ,130.50 ,12.00 ,130.40 ,99.90 ,5193.00 ,4644.00 ,NA,27.80 ,NA,2388.10 ,183.00 ,0.10 ,6906.00 ,216050.00 ,251.10 ,213.60 ,666.00 ,40.93 ,313.00 ,1.00 ,13350.00 ,30.30 ,286.40 ,296.00 ,574.50 ,15.30 ,61.00 ,1751.80 
2019-青海,8641.00 ,146.50 ,2410.00 ,2619.00 ,215.20 ,7309.00 ,3269.00 ,212.00 ,3458.00 ,93.83 ,2958.00 ,60.70 ,99.24 ,0.80 ,NA,219.00 ,210.80 ,292.00 ,11722.00 ,NA,3335.00 ,716.00 ,NA,126.33 ,5071.00 ,50.05 ,8015.00 ,5007.00 ,NA,7.00 ,2073.80 ,NA,NA,90969.00 ,35.20 ,17544.80 ,3.65 ,14.09 ,590.00 ,3797.00 ,1485.00 ,140076.00 ,1010.00 ,30123.00 ,NA,NA,NA,18.44 ,11.93 ,22617.70 ,132.80 ,109.40 ,10.00 ,105.30 ,96.30 ,1865.00 ,2452.00 ,NA,316.60 ,NA,1408.10 ,94.00 ,0.10 ,2500.00 ,170390.00 ,166.90 ,272.10 ,1148.00 ,78.09 ,302.00 ,NA,11433.00 ,26.30 ,204.30 ,211.00 ,491.00 ,9.60 ,37.00 ,2955.10 ,696.00 ,8641.00 ,146.50 ,2410.00 ,2619.00 ,215.20 ,7309.00 ,3269.00 ,212.00 ,3458.00 ,93.83 ,2958.00 ,60.70 ,99.24 ,0.80 ,NA,219.00 ,210.80 ,292.00 ,11722.00 ,NA,3335.00 ,716.00 ,NA,126.33 ,5071.00 ,50.05 ,8015.00 ,5007.00 ,NA,7.00 ,2073.80 ,NA,NA,90969.00 ,35.20 ,17544.80 ,3.65 ,14.09 ,590.00 ,3797.00 ,1485.00 ,140076.00 ,1010.00 ,30123.00 ,NA,NA,NA,18.44 ,11.93 ,22617.70 ,132.80 ,109.40 ,10.00 ,105.30 ,96.30 ,1865.00 ,2452.00 ,NA,316.60 ,NA,1408.10 ,94.00 ,0.10 ,2500.00 ,170390.00 ,166.90 ,272.10 ,1148.00 ,78.09 ,302.00 ,NA,11433.00 ,26.30 ,204.30 ,211.00 ,491.00 ,9.60 ,37.00 ,2955.10 
2019-山东,62340.00 ,2061.90 ,54961.00 ,122395.00 ,5412.70 ,252338.00 ,67710.00 ,5855.00 ,76154.00 ,99.14 ,1665.00 ,1279.90 ,99.73 ,3089.80 ,NA,7959.80 ,12882.40 ,20652.00 ,266124.00 ,17758.00 ,25650.00 ,6219.00 ,NA,6746.20 ,49581.00 ,492.56 ,148256.00 ,36678.00 ,16377.00 ,7.00 ,22.00 ,NA,NA,11100178.00 ,41.80 ,20427.50 ,1.93 ,16.08 ,10106.00 ,97663.00 ,48149.00 ,2877131.00 ,34805.00 ,392093.00 ,10.00 ,48002.00 ,NA,25.28 ,17.57 ,31597.00 ,125.50 ,1786.80 ,98.00 ,1785.80 ,99.90 ,68964.00 ,106429.00 ,NA,220.30 ,1895.55 ,4277.60 ,2014.00 ,14.39 ,70631.00 ,1074897.00 ,3394.70 ,1524.67 ,17325.00 ,831.04 ,19400.00 ,50.00 ,298330.00 ,435.40 ,3852.60 ,8351.00 ,1613.40 ,19.10 ,73.00 ,1630.10 ,23206.30 ,62340.00 ,2061.90 ,54961.00 ,122395.00 ,5412.70 ,252338.00 ,67710.00 ,5855.00 ,76154.00 ,99.14 ,1665.00 ,1279.90 ,99.73 ,3089.80 ,NA,7959.80 ,12882.40 ,20652.00 ,266124.00 ,17758.00 ,25650.00 ,6219.00 ,NA,6746.20 ,49581.00 ,492.56 ,148256.00 ,36678.00 ,16377.00 ,7.00 ,22.00 ,NA,NA,11100178.00 ,41.80 ,20427.50 ,1.93 ,16.08 ,10106.00 ,97663.00 ,48149.00 ,2877131.00 ,34805.00 ,392093.00 ,10.00 ,48002.00 ,NA,25.28 ,17.57 ,31597.00 ,125.50 ,1786.80 ,98.00 ,1785.80 ,99.90 ,68964.00 ,106429.00 ,NA,220.30 ,1895.55 ,4277.60 ,2014.00 ,14.39 ,70631.00 ,1074897.00 ,3394.70 ,1524.67 ,17325.00 ,831.04 ,19400.00 ,50.00 ,298330.00 ,435.40 ,3852.60 ,8351.00 ,1613.40 ,19.10 ,73.00 ,1630.10 
2019-山西,31410.00 ,529.90 ,11350.00 ,22396.00 ,1222.80 ,51446.00 ,11023.00 ,572.00 ,21652.00 ,96.43 ,3804.00 ,301.30 ,99.28 ,89.30 ,NA,1342.90 ,2136.70 ,2300.00 ,100847.00 ,24.00 ,91321.00 ,2262.00 ,NA,2691.60 ,14010.00 ,158.82 ,67828.00 ,14717.00 ,10218.00 ,8.00 ,14.10 ,NA,NA,1095227.00 ,42.30 ,15862.60 ,2.19 ,11.30 ,3497.00 ,20736.00 ,9188.00 ,777535.00 ,5472.00 ,89570.00 ,985.00 ,67845.00 ,40.50 ,17.22 ,12.63 ,23828.50 ,121.60 ,500.40 ,28.00 ,500.40 ,100.00 ,14924.00 ,12758.00 ,NA,69.80 ,0.13 ,7086.50 ,142.00 ,0.06 ,22102.00 ,404718.00 ,1071.20 ,2774.75 ,8153.00 ,236.69 ,1540.00 ,135.00 ,63217.00 ,49.20 ,1195.20 ,972.00 ,312.60 ,11.60 ,52.00 ,2484.30 ,3164.30 ,31410.00 ,529.90 ,11350.00 ,22396.00 ,1222.80 ,51446.00 ,11023.00 ,572.00 ,21652.00 ,96.43 ,3804.00 ,301.30 ,99.28 ,89.30 ,NA,1342.90 ,2136.70 ,2300.00 ,100847.00 ,24.00 ,91321.00 ,2262.00 ,NA,2691.60 ,14010.00 ,158.82 ,67828.00 ,14717.00 ,10218.00 ,8.00 ,14.10 ,NA,NA,1095227.00 ,42.30 ,15862.60 ,2.19 ,11.30 ,3497.00 ,20736.00 ,9188.00 ,777535.00 ,5472.00 ,89570.00 ,985.00 ,67845.00 ,40.50 ,17.22 ,12.63 ,23828.50 ,121.60 ,500.40 ,28.00 ,500.40 ,100.00 ,14924.00 ,12758.00 ,NA,69.80 ,0.13 ,7086.50 ,142.00 ,0.06 ,22102.00 ,404718.00 ,1071.20 ,2774.75 ,8153.00 ,236.69 ,1540.00 ,135.00 ,63217.00 ,49.20 ,1195.20 ,972.00 ,312.60 ,11.60 ,52.00 ,2484.30 
2019-陕西,27939.00 ,824.60 ,15018.00 ,14330.00 ,1357.50 ,59616.00 ,11017.00 ,799.00 ,19163.00 ,97.80 ,5140.00 ,397.20 ,96.84 ,103.40 ,NA,1021.20 ,1994.30 ,9843.00 ,109801.00 ,197.00 ,44751.00 ,1912.00 ,NA,1731.42 ,59015.00 ,279.71 ,38614.00 ,10614.00 ,3580.00 ,26.00 ,63.30 ,NA,NA,14673473.00 ,39.30 ,17464.90 ,4.90 ,14.73 ,3944.00 ,21039.00 ,9114.00 ,1250333.00 ,11945.00 ,125971.00 ,NA,NA,NA,16.84 ,11.62 ,24666.30 ,150.60 ,634.00 ,31.00 ,632.10 ,99.70 ,20585.00 ,26574.00 ,NA,93.80 ,0.59 ,8039.80 ,285.00 ,0.50 ,21514.00 ,521589.00 ,1168.30 ,1750.15 ,11461.00 ,523.62 ,7684.00 ,3.00 ,30336.00 ,53.90 ,1210.10 ,2713.00 ,1254.10 ,15.00 ,82.00 ,1215.30 ,2431.30 ,27939.00 ,824.60 ,15018.00 ,14330.00 ,1357.50 ,59616.00 ,11017.00 ,799.00 ,19163.00 ,97.80 ,5140.00 ,397.20 ,96.84 ,103.40 ,NA,1021.20 ,1994.30 ,9843.00 ,109801.00 ,197.00 ,44751.00 ,1912.00 ,NA,1731.42 ,59015.00 ,279.71 ,38614.00 ,10614.00 ,3580.00 ,26.00 ,63.30 ,NA,NA,14673473.00 ,39.30 ,17464.90 ,4.90 ,14.73 ,3944.00 ,21039.00 ,9114.00 ,1250333.00 ,11945.00 ,125971.00 ,NA,NA,NA,16.84 ,11.62 ,24666.30 ,150.60 ,634.00 ,31.00 ,632.10 ,99.70 ,20585.00 ,26574.00 ,NA,93.80 ,0.59 ,8039.80 ,285.00 ,0.50 ,21514.00 ,521589.00 ,1168.30 ,1750.15 ,11461.00 ,523.62 ,7684.00 ,3.00 ,30336.00 ,53.90 ,1210.10 ,2713.00 ,1254.10 ,15.00 ,82.00 ,1215.30 
2019-上海,39962.00 ,634.50 ,17903.00 ,24779.00 ,1237.90 ,157785.00 ,21754.00 ,2836.00 ,21190.00 ,100.00 ,3830.00 ,834.30 ,100.00 ,61.20 ,NA,11367.50 ,20462.40 ,22735.00 ,50656.00 ,69981.00 ,487.00 ,1569.00 ,NA,839.18 ,3168.00 ,108.49 ,NA,NA,NA,2.00 ,6.60 ,NA,NA,14223539.00 ,36.80 ,45605.10 ,2.56 ,9.29 ,2481.00 ,11459.00 ,5494.00 ,4212421.00 ,26369.00 ,297923.00 ,NA,NA,NA,4.72 ,8.73 ,69441.60 ,207.50 ,750.60 ,17.00 ,750.60 ,100.00 ,36600.00 ,61640.00 ,NA,NA,29471.12 ,NA,441.00 ,0.77 ,32095.00 ,973605.00 ,1880.80 ,14.60 ,12834.00 ,117.69 ,16212.00 ,263.00 ,328008.00 ,547.40 ,2428.10 ,4660.00 ,623.50 ,5.90 ,62.00 ,2480.30 ,6340.50 ,39962.00 ,634.50 ,17903.00 ,24779.00 ,1237.90 ,157785.00 ,21754.00 ,2836.00 ,21190.00 ,100.00 ,3830.00 ,834.30 ,100.00 ,61.20 ,NA,11367.50 ,20462.40 ,22735.00 ,50656.00 ,69981.00 ,487.00 ,1569.00 ,NA,839.18 ,3168.00 ,108.49 ,NA,NA,NA,2.00 ,6.60 ,NA,NA,14223539.00 ,36.80 ,45605.10 ,2.56 ,9.29 ,2481.00 ,11459.00 ,5494.00 ,4212421.00 ,26369.00 ,297923.00 ,NA,NA,NA,4.72 ,8.73 ,69441.60 ,207.50 ,750.60 ,17.00 ,750.60 ,100.00 ,36600.00 ,61640.00 ,NA,NA,29471.12 ,NA,441.00 ,0.77 ,32095.00 ,973605.00 ,1880.80 ,14.60 ,12834.00 ,117.69 ,16212.00 ,263.00 ,328008.00 ,547.40 ,2428.10 ,4660.00 ,623.50 ,5.90 ,62.00 ,2480.30 
2019-四川,34499.00 ,1550.20 ,29337.00 ,38160.00 ,3054.30 ,124158.00 ,38276.00 ,3247.00 ,43381.00 ,94.95 ,3045.00 ,755.80 ,95.89 ,100.20 ,NA,NA,NA,12053.00 ,162668.00 ,6896.00 ,7718.00 ,2636.00 ,NA,1527.55 ,72387.00 ,437.66 ,NA,NA,NA,32.00 ,305.80 ,NA,NA,12119539.00 ,41.80 ,19338.30 ,2.53 ,13.25 ,8351.00 ,42936.00 ,20402.00 ,NA,NA,272784.00 ,699.00 ,14192.00 ,57.70 ,16.38 ,14.03 ,24703.10 ,208.20 ,1168.60 ,53.00 ,1166.50 ,99.80 ,32080.00 ,51521.00 ,NA,523.20 ,305.57 ,10463.60 ,1930.00 ,1.82 ,57055.00 ,920112.00 ,2324.80 ,877.71 ,17352.00 ,433.20 ,18492.00 ,414.00 ,194371.00 ,106.90 ,2514.10 ,4968.00 ,2533.60 ,20.20 ,74.00 ,1357.60 ,8609.50 ,34499.00 ,1550.20 ,29337.00 ,38160.00 ,3054.30 ,124158.00 ,38276.00 ,3247.00 ,43381.00 ,94.95 ,3045.00 ,755.80 ,95.89 ,100.20 ,NA,NA,NA,12053.00 ,162668.00 ,6896.00 ,7718.00 ,2636.00 ,NA,1527.55 ,72387.00 ,437.66 ,NA,NA,NA,32.00 ,305.80 ,NA,NA,12119539.00 ,41.80 ,19338.30 ,2.53 ,13.25 ,8351.00 ,42936.00 ,20402.00 ,NA,NA,272784.00 ,699.00 ,14192.00 ,57.70 ,16.38 ,14.03 ,24703.10 ,208.20 ,1168.60 ,53.00 ,1166.50 ,99.80 ,32080.00 ,51521.00 ,NA,523.20 ,305.57 ,10463.60 ,1930.00 ,1.82 ,57055.00 ,920112.00 ,2324.80 ,877.71 ,17352.00 ,433.20 ,18492.00 ,414.00 ,194371.00 ,106.90 ,2514.10 ,4968.00 ,2533.60 ,20.20 ,74.00 ,1357.60 
